Country,Origin,Total Deaths,Total Damages ('000 US$)
Japan,NA,4,4500000
Lao People's Democratic Republic (the),NA,NA,NA
Lao People's Democratic Republic (the),NA,NA,225000
Madagascar,NA,21,NA
Mexico,NA,14,7005
Mauritius,NA,NA,NA
Oman,NA,6,NA
Oman,NA,NA,NA
Philippines (the),NA,16,88000
Korea (the Democratic People's Republic of),NA,86,4640
Réunion,NA,NA,NA
Namibia,NA,NA,NA
Morocco,NA,NA,NA
Guatemala,Heavy rains,2,NA
Guatemala,NA,NA,44669
Hong Kong,NA,NA,NA
Honduras,El Nino,NA,NA
Haiti,NA,17,NA
Indonesia,NA,1,80000
Indonesia,NA,14,29000
Indonesia,NA,10,5000
Indonesia,NA,NA,NA
Indonesia,Heavy rains,33,NA
Indonesia,Torrential Rain,NA,NA
India,NA,42,100000
India,NA,18,100000
India,NA,95,NA
India,NA,32,50000
India,NA,54,25000
India,NA,143,24000
India,Heavy rains,15,10000
India,NA,45,775000
India,NA,8,100000
India,NA,17,NA
India,Por rainfall,NA,1100000
India,Monsoonal rain,52,NA
India,Pre-monsoon rains,12,2500
India,Monsoonal rain,33,NA
India,Heavy rains,20,NA
India,NA,3,NA
India,NA,46,NA
Iran (Islamic Republic of),NA,NA,10000
Iran (Islamic Republic of),NA,2,NA
Iran (Islamic Republic of),NA,NA,10000
Iraq,Heavy rains,21,NA
Israel,NA,12,NA
Italy,NA,10,NA
Italy,NA,1,NA
Italy,NA,NA,NA
Jordan,Torrential rain,21,NA
Jordan,NA,13,NA
Japan,NA,5,3250000
Japan,NA,3,NA
Japan,NA,119,NA
Kazakhstan,Heavy Rain and Snowmelt,NA,NA
Kenya,Heavy rains,15,NA
Kenya,Heavy rains,72,350000
Cambodia,NA,NA,NA
Korea (the Republic of),NA,NA,NA
Kuwait,NA,1,NA
Lebanon,NA,15,NA
Sri Lanka,Heavy rains,2,NA
Lithuania,NA,5,NA
Lithuania,NA,NA,NA
Madagascar,NA,NA,NA
Mexico,NA,NA,NA
Mexico,Hevay rains,20,NA
Mexico,NA,6,536800
Marshall Islands (the),NA,NA,NA
Mali,Heavy rains,NA,NA
Myanmar,NA,17,NA
Myanmar,Heavy rains,15,NA
Myanmar,Monsoonal rain,16,NA
Mongolia,NA,NA,NA
Mongolia,Heavy rains,NA,NA
Mongolia,NA,NA,NA
Mozambique,Heavy rains,17,NA
Mozambique,Heavy rains,11,5100
Mauritania,Irregular seasonal rainfall in 2017,NA,NA
Malawi,Heavy rain,NA,NA
Malawi,Heavy rains,1,NA
Malawi,Heavy Rain,4,NA
Malaysia,Heavy rains,NA,NA
Malaysia,Monsoonal rains,2,NA
Niger (the),NA,78,NA
Niger (the),NA,36,NA
Nigeria,NA,90,NA
Nigeria,Torrential rains,101,NA
Nigeria,Heavy rains,199,275000
Nicaragua,El Nino,NA,NA
Netherlands (the),NA,3,110011
Netherlands (the),NA,NA,NA
Nepal,Monsoonal rain,15,NA
Nepal,NA,50,NA
New Zealand,Heavy rains,NA,25000
Pakistan,NA,180,NA
Pakistan,Heavy rains,60,NA
Panama,El NIno,NA,72000
Peru,NA,2,NA
Philippines (the),NA,NA,3564
Philippines (the),NA,3,12292
Philippines (the),NA,5,19000
Philippines (the),NA,202,NA
Philippines (the),NA,317,NA
Philippines (the),Heavy rains,11,NA
Palau,NA,NA,NA
Papua New Guinea,NA,11,NA
Papua New Guinea,NA,25,NA
Papua New Guinea,NA,NA,NA
Poland,NA,9,NA
Poland,NA,NA,NA
Puerto Rico,Storm Beryl,NA,NA
Korea (the Democratic People's Republic of),Torrential rains,148,25000
Portugal,NA,2,115500
Portugal,NA,NA,NA
Paraguay,Heavy rains,NA,NA
Paraguay,NA,NA,NA
Qatar,Heavy rains,NA,10000
Madagascar,Heavy rains,9,NA
Peru,NA,51,NA
Morocco,Heavy rains,15,NA
India,NA,50,NA
Mexico,Heavy rains,7,NA
Iraq,NA,10,NA
Mongolia,NA,NA,NA
Lebanon,NA,3,NA
Indonesia,Heavy rains,2,NA
Indonesia,Heavy rains,9,NA
Indonesia,Heavy rains,18,15000
India,Monsoon rain,1900,10000000
Iran (Islamic Republic of),Heavy rains,70,2500000
Japan,NA,NA,NA
Mozambique,NA,603,2000000
Nepal,Monsoonal rain,119,204000
Pakistan,NA,64,NA
Pakistan,Torrential rains,25,NA
Peru,Heavy rains,10,NA
Papua New Guinea,Heavy rains,2,NA
Indonesia,NA,8,NA
India,Monsoon,52,NA
Moldova (the Republic of),NA,NA,NA
Indonesia,Heavy rains,84,NA
India,NA,50,NA
Kenya,Two consecutive poor rainy seasons,NA,NA
Pakistan,El Nino and the decrease in the amount of rainfall during monsoon season,77,NA
Korea (the Democratic People's Republic of),"Prolonged dry spells, with erratic high temperatures and floods,",NA,NA
Myanmar,Heavy rains,13,NA
Guatemala,NA,17,NA
Honduras,NA,128,NA
Croatia,NA,1,NA
Haiti,Heavy rains,8,NA
Hungary,NA,NA,NA
Indonesia,NA,NA,NA
Indonesia,NA,9,NA
Indonesia,NA,6,NA
Indonesia,Heavy rains,206,103000
Indonesia,Heavy rains,5,NA
Indonesia,Heavy rains,2,NA
Indonesia,Heavy rains,1,NA
Indonesia,Heavy rain,2,NA
India,NA,10,NA
India,NA,50,1810000
India,NA,90,NA
India,NA,22,NA
India,NA,121,NA
Iran (Islamic Republic of),NA,1,NA
Iran (Islamic Republic of),NA,5,80000
Italy,NA,3,NA
Italy,Heavy rains,NA,NA
Japan,Torrential rains; Meiyu front (Baiu font),2,NA
Kenya,NA,26,NA
Korea (the Republic of),NA,1,NA
Lao People's Democratic Republic (the),NA,NA,NA
Libya,NA,4,7100
Sri Lanka,NA,28,NA
Madagascar,NA,3,NA
Maldives,Monsoon floods,NA,NA
Mexico,Heavy rains,2,NA
Mali,Heavy rains,15,NA
Myanmar,Heavy rains,NA,NA
Mongolia,NA,NA,NA
Mongolia,Heavy rains,12,NA
Mozambique,NA,45,230000
Mozambique,NA,NA,NA
Mozambique,Heavy seasonal rains,18,NA
Mozambique,Heavy rains,10,NA
Malawi,Heavy rains,8,NA
Malawi,NA,NA,NA
Malawi,"Torrential rains, Tropical Storm 'Idai'",60,NA
Malaysia,Heavy rains,NA,NA
Nigeria,NA,72,NA
Nicaragua,NA,15,NA
Netherlands (the),NA,400,NA
Norway,NA,1,NA
Nepal,NA,28,NA
Oman,NA,6,NA
Pakistan,NA,20,NA
Pakistan,NA,39,NA
Pakistan,Monsoon rain,16,NA
Peru,NA,2,NA
Peru,NA,NA,NA
Peru,Heavy rains,15,NA
Philippines (the),NA,25,50000
Philippines (the),NA,NA,NA
Philippines (the),NA,9,5258
Philippines (the),NA,NA,NA
Philippines (the),NA,4,377440
Philippines (the),NA,333,NA
Philippines (the),NA,492,NA
Philippines (the),El Nino,NA,NA
Philippines (the),Heavy rains,NA,NA
Papua New Guinea,NA,NA,NA
Papua New Guinea,NA,NA,NA
Papua New Guinea,Heavy rains,10,NA
Paraguay,NA,1,NA
Paraguay,Heavy rains,23,NA
Paraguay,Heavy rains,16,NA
Turkey,NA,140,NA
Turkey,NA,1700,NA
Turkey,NA,1000,NA
Taiwan (Province of China),NA,3,NA
Taiwan (Province of China),NA,145,NA
Taiwan (Province of China),NA,15,NA
Taiwan (Province of China),NA,9,NA
Costa Rica,NA,700,NA
China,NA,942,NA
China,NA,170,NA
Albania,NA,200,NA
Argentina,NA,400,NA
Colombia,NA,300,NA
China,NA,100,NA
China,NA,12,NA
Albania,NA,35,NA
Albania,NA,25,NA
China,NA,42,NA
China,NA,200,NA
Albania,NA,90,NA
Armenia,NA,2890,NA
China,NA,10000,NA
China,NA,200,NA
China,NA,100,NA
China,NA,NA,NA
China,NA,115,NA
China,NA,30,NA
Colombia,NA,NA,NA
Colombia,NA,18,NA
China,NA,390,NA
China,NA,181,NA
China,NA,NA,NA
Spain,NA,20,NA
China,NA,132,NA
China,NA,15,NA
Albania,NA,43,NA
China,NA,90,NA
China,NA,17,NA
China,NA,800,NA
China,NA,110,NA
China,NA,21,NA
China,NA,NA,NA
China,NA,54,NA
China,NA,NA,NA
Costa Rica,NA,29,NA
Costa Rica,NA,10,NA
Colombia,NA,111,NA
China,NA,NA,NA
Colombia,NA,20,NA
Algeria,NA,10,NA
Egypt,NA,2,NA
Afghanistan,NA,11,NA
China,NA,NA,NA
Colombia,NA,11,NA
China,NA,NA,NA
Vanuatu,NA,12,NA
Thailand,NA,3,561
Viet Nam,NA,11,12800
Colombia,"Drought, El Nino",11,NA
Viet Nam,NA,11,157
Saint Vincent and the Grenadines,Heavy rains,NA,6500
Viet Nam,Torrential rainfall,8,NA
Solomon Islands,NA,NA,NA
United States of America (the),NA,8,275000
Ukraine,Heavy rains,3,NA
Congo (the Democratic Republic of the),Heavy rains,NA,NA
United States of America (the),NA,22,100000
Saudi Arabia,NA,3,50000
Viet Nam,NA,34,350000
Viet Nam,NA,25,144000
Zimbabwe,NA,31,NA
Romania,Heavy rains,1,NA
Senegal,Heavy rains,5,NA
Singapore,NA,NA,NA
Solomon Islands,NA,NA,NA
Somalia,NA,497,NA
Thailand,Residual effects of Tropial storm Dianmu,3,NA
Thailand,Mnsoonal rain,4,120000
Thailand,Torrential rains,14,25000
United States of America (the),NA,6,NA
United States of America (the),NA,NA,20000
United States of America (the),NA,14,1200000
United States of America (the),NA,5,2300000
Venezuela (Bolivarian Republic of),NA,NA,NA
Viet Nam,Monsoonal rains,35,104280
Viet Nam,NA,27,NA
Viet Nam,Heavy rains,27,35000
Viet Nam,NA,21,22000
Vanuatu,NA,NA,NA
Yemen,NA,11,NA
South Africa,NA,6,100000
Congo (the Democratic Republic of the),Torrential rains,50,NA
Congo (the Democratic Republic of the),NA,NA,NA
Congo (the Democratic Republic of the),NA,55,NA
Serbia,Heavy rains,NA,NA
South Sudan,Flood #2016-0327,15,NA
Tajikistan,NA,NA,NA
United States of America (the),NA,3,400000
Virgin Island (U.S.),NA,3,NA
United States of America (the),NA,20,1700000
United States of America (the),NA,NA,200000
Ukraine,NA,37,NA
United States of America (the),NA,22,1100000
South Africa,NA,9,283000
United States of America (the),NA,5,1500000
Zimbabwe,Torrential rains,251,189000
Turkey,NA,NA,600000
United States of America (the),NA,NA,1400000
United States of America (the),NA,1,2700000
United States of America (the),NA,88,95000000
United States of America (the),NA,4,1900000
Sierra Leone,Torrential rains,1102,30000
El Salvador,NA,10,NA
Thailand,Monsoonal rains,23,307000
Taiwan (Province of China),Mei-Yu rain band,5,28100
Viet Nam,NA,39,88000
Viet Nam,NA,1,355
Viet Nam,Heavy rainfall,14,1300
Viet Nam,Tropical Depression 23W,75,88000
Turkey,NA,NA,NA
Togo,Torrential rains,NA,NA
Thailand,NA,9,1400
Russian Federation (the),NA,16,2000
United States of America (the),NA,NA,3100000
United States of America (the),NA,2,2200000
United States of America (the),NA,NA,2000000
United States of America (the),NA,NA,260000
Tunisia,NA,NA,NA
Rwanda,NA,3,NA
Turks and Caicos Islands (the),NA,NA,500000
Thailand,NA,NA,NA
Taiwan (Province of China),NA,1,17200
United States of America (the),NA,97,57000000
Virgin Island (U.S.),NA,4,NA
Viet Nam,NA,123,1000000
South Africa,NA,11,320000
Saint Barthélemy,NA,4,NA
Chad,NA,NA,NA
Cabo Verde,Lack if rainfall,NA,NA
Zimbabwe,Erratic rainfall and prolonged drought conditions exacerbated by El Niño disrupted the 2015/2016,NA,NA
Serbia,NA,6,NA
Russian Federation (the),NA,NA,NA
Rwanda,NA,NA,NA
Saudi Arabia,Torrential rain,4,NA
Sudan (the),NA,25,NA
Sudan (the),NA,657,NA
Somalia,NA,302,NA
Slovakia,NA,NA,NA
Chad,NA,58,NA
Thailand,Heavy rains,96,1000000
Thailand,Heavy rains,22,NA
Thailand,NA,NA,NA
Tajikistan,NA,13,NA
Tajikistan,NA,NA,NA
"Tanzania, United Republic of",Heavy rainfall,7,NA
Uganda,Torrential rains,17,NA
Uganda,NA,3,NA
Uruguay,Heavy rains,NA,NA
United States of America (the),NA,11,1000000
United States of America (the),NA,24,1100000
United States of America (the),Thunderstorm,10,NA
United States of America (the),Heavy rains,NA,NA
United States of America (the),NA,4,NA
United States of America (the),NA,NA,250000
United States of America (the),Weather,NA,NA
United States of America (the),NA,43,13000000
United States of America (the),NA,NA,2500000
United States of America (the),"Droght, winds",2,2200000
Virgin Island (British),NA,9,3000000
Virgin Island (British),NA,NA,NA
Viet Nam,NA,9,71000
Viet Nam,NA,1,1430000
Viet Nam,NA,14,484000
Viet Nam,Tropical depression,8,NA
Vanuatu,NA,NA,NA
Vanuatu,NA,NA,NA
Yemen,NA,NA,NA
Yemen,NA,35,NA
Yemen,Heavy rains,50,NA
South Africa,NA,NA,1200000
South Africa,NA,3,NA
South Africa,NA,9,420000
Congo (the Democratic Republic of the),NA,174,NA
Congo (the Democratic Republic of the),NA,43,NA
Congo (the Democratic Republic of the),Heavy rains,105,NA
Zambia,NA,89,NA
Montenegro,NA,NA,NA
Saint Martin (French Part),NA,12,4100000
Sint Maarten (Dutch part),NA,4,2500000
Viet Nam,NA,34,220000
Viet Nam,NA,13,2000
Congo (the Democratic Republic of the),Thunderstorm,51,NA
United States of America (the),NA,9,2300000
Romania,Heavy Rain and Snowmelt,NA,NA
Rwanda,Heavy rains,24,22000
Rwanda,NA,18,28000
Rwanda,Heavy rains,24,11000
El Salvador,Combination of low-pressure system and tropical depression,4,NA
Trinidad and Tobago,Torrential rains,NA,3700
United States of America (the),Torrential rains,NA,125000
Viet Nam,NA,33,23000
Viet Nam,Heavy rains,20,NA
United States of America (the),NA,NA,500000
Vanuatu,NA,NA,NA
United States of America (the),NA,14,1000000
United States of America (the),NA,NA,1000000
United States of America (the),NA,3,1300000
Russian Federation (the),NA,8,10000
United States of America (the),Heavy rains,5,400000
United States of America (the),NA,22,1000000
El Salvador,"Lack of rain, El NIno",NA,37000
Sweden,NA,NA,102000
Solomon Islands,NA,NA,NA
Somalia,NA,53,NA
Tonga,NA,NA,NA
Taiwan (Province of China),NA,7,34000
Uganda,NA,51,NA
United States of America (the),NA,2,150000
United States of America (the),NA,53,14000000
United States of America (the),Heavy rains,21,900000
Viet Nam,NA,1,NA
Samoa,NA,NA,NA
Yemen,NA,24,NA
Yemen,NA,25,NA
United States of America (the),NA,49,16000000
Turkey,Heavy rains,24,NA
United States of America (the),NA,NA,1500000
Serbia,NA,NA,NA
Romania,NA,NA,NA
Romania,NA,2,NA
Russian Federation (the),Melting snow,2,NA
Rwanda,NA,10,11000
Sudan (the),NA,23,NA
Sudan (the),Torrential rain,NA,NA
Sudan (the),NA,23,NA
El Salvador,NA,NA,NA
Somalia,Heavy rain,5,80000
Chad,NA,90,NA
Tajikistan,NA,6,NA
Tunisia,Torrential rain,6,36000
Tunisia,Heavy rains,7,NA
Taiwan (Province of China),NA,84,100000
"Tanzania, United Republic of",Torrential rains,15,NA
Uganda,NA,31,NA
Ukraine,NA,NA,NA
Uruguay,"Lack of rain, La Nina",NA,500000
United States of America (the),NA,10,50000
United States of America (the),Tropical Storm Gordon,2,250000
United States of America (the),NA,5,1450000
United States of America (the),NA,5,125000
United States of America (the),NA,88,16500000
United States of America (the),NA,NA,3000000
United States of America (the),NA,2,5200000
Venezuela (Bolivarian Republic of),Torrential rain,2,NA
Venezuela (Bolivarian Republic of),NA,NA,NA
Viet Nam,Heavy rains,14,25000
Viet Nam,NA,19,17200
Vanuatu,NA,NA,NA
Congo (the Democratic Republic of the),NA,33,NA
Congo (the Democratic Republic of the),NA,2287,NA
Zimbabwe,NA,12,NA
Northern Mariana Islands (the),NA,2,NA
United States of America (the),Heavy rain,1,NA
Romania,NA,4,NA
Australia,High temperatures and dry conditions,32,2000000
China,NA,72,10000000
France,NA,1,NA
United States of America (the),NA,2,1200000
Uganda,Heavy rains,61,NA
United States of America (the),NA,10,100000
Sierra Leone,Hevay rains,7,NA
El Salvador,NA,1,NA
Tajikistan,Heavy rains,4,NA
Turkey,NA,7,NA
United States of America (the),NA,1,NA
Viet Nam,Tropical Cyclone Wipha,27,45000
Viet Nam,Heavy rains,3,NA
South Africa,Heavy rains,73,50000
Burundi,NA,14,NA
Brazil,NA,2,NA
Brazil,Heavy rains,NA,NA
China,Heavy rains,14,90000
Djibouti,Heavy rains,11,NA
Spain,Heavy rains,5,NA
France,NA,5,NA
United States of America (the),NA,8,1300000
United States of America (the),NA,3,NA
United States of America (the),Fast snowmelt,5,10000000
South Africa,Heavy rains,10,NA
Côte d’Ivoire,NA,12,NA
Spain,NA,7,2500000
United States of America (the),NA,22,NA
United States of America (the),NA,5,NA
Zimbabwe,NA,628,NA
Canada,NA,1,275000
France,NA,5,315000
France,NA,2,100000
Somalia,Dry conditions,NA,NA
Botswana,NA,NA,NA
Ethiopia,NA,NA,NA
United States of America (the),NA,13,NA
Russian Federation (the),NA,NA,106000
Russian Federation (the),Heavy rains,31,460000
Saudi Arabia,Heavy rains,12,NA
Saudi Arabia,NA,1,NA
Sudan (the),Heavy rains,NA,NA
El Salvador,NA,5,NA
Syrian Arab Republic,Torrential rains,2,NA
Thailand,NA,7,NA
Thailand,NA,NA,NA
Turkey,Heavy rains,10,NA
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",NA,3,NA
"Tanzania, United Republic of",NA,5,NA
Uganda,Heavy rains,15,NA
Uganda,NA,8,NA
Uruguay,Heavy rains,NA,NA
Uruguay,Heavy rains,NA,NA
United States of America (the),NA,28,190000
United States of America (the),NA,NA,200000
United States of America (the),NA,1,600000
United States of America (the),Heavy rains,3,NA
Viet Nam,NA,NA,NA
Yemen,Torrential rains,8,NA
Yemen,NA,713,NA
Yemen,NA,6,NA
South Africa,Heavy rains,13,NA
Congo (the Democratic Republic of the),Heavy rains,13,NA
Zambia,Heavy seasonal rains,4,NA
Zimbabwe,Heavy rain,26,NA
Serbia,NA,NA,NA
South Sudan,Heavy rains,3,NA
South Sudan,NA,7,NA
South Sudan,NA,50,NA
Afghanistan,NA,40,NA
Angola,NA,41,NA
Albania,NA,NA,45000
Albania,NA,51,700000
Argentina,NA,8,NA
Burundi,Heavy rains,37,NA
Belgium,NA,188,NA
Benin,NA,13,NA
Bangladesh,NA,40,5785
Bangladesh,NA,50,NA
Bahamas (the),NA,356,3400000
Bolivia (Plurinational State of),NA,NA,NA
Brazil,NA,NA,NA
Central African Republic,NA,53,NA
Central African Republic,Heavy and non-stop rains,NA,NA
Chile,NA,NA,NA
China,NA,1,NA
China,NA,1,NA
China,Heavy rains,NA,315000
China,NA,NA,131000
China,NA,3,263000
China,Heavy rains,38,200000
Cameroon,Heavy rains,54,NA
Congo (the),NA,NA,NA
Congo (the),Heavy rains,NA,NA
Colombia,NA,169,NA
Colombia,NA,20,NA
Colombia,Heavy rains,NA,NA
Colombia,Heavy rains,18,NA
Comoros (the),NA,NA,NA
Djibouti,NA,NA,NA
Dominican Republic (the),NA,34,NA
Ecuador,NA,NA,NA
Eritrea,NA,NA,NA
Spain,NA,1,NA
Spain,NA,7,NA
Ethiopia,NA,NA,NA
Ethiopia,Heavy rains,23,NA
Ethiopia,NA,55,NA
Fiji,NA,1,NA
Fiji,NA,NA,NA
France,NA,NA,NA
France,NA,NA,NA
France,NA,NA,NA
France,NA,3,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,1,NA
Brazil,NA,12,100000
Switzerland,NA,NA,NA
Colombia,NA,23,100000
Fiji,NA,5,1120
Brazil,Heavy rains,61,300000
Australia,NA,NA,1500000
Afghanistan,NA,13,NA
Bangladesh,Monsoonal rains,257,500000
Bosnia and Herzegovina,NA,NA,NA
Bolivia (Plurinational State of),Heavy rains,8,NA
Brazil,Heavy rains,5,50000
Brazil,Heavy rains,4,NA
Brazil,Heavy rains,60,75000
Brazil,Heavy rains,21,75000
Côte d’Ivoire,Torrential rains,24,NA
Colombia,NA,14,NA
Colombia,Heavy rains,NA,25000
Canada,NA,NA,1200000
Australia,Heavy rains,1,1200000
Argentina,NA,NA,NA
Armenia,NA,NA,NA
Burundi,NA,2,NA
China,NA,4,NA
Colombia,NA,18,NA
Cuba,NA,NA,NA
Burkina Faso,NA,NA,NA
China,Heavy rains,13,NA
China,NA,6,14000
Egypt,Heavy rains,40,76000
Congo (the),Heavy rains,20,NA
Afghanistan,Heavy rains,56,NA
Afghanistan,Heavy rains,4,NA
Afghanistan,Heavy rains,16,NA
Afghanistan,Heavy rains,212,NA
Afghanistan,NA,22,NA
Afghanistan,Heavy rains,5,NA
Angola,Heavu rains,30,NA
Angola,Heavy rains,3,NA
Argentina,Torrential seasonal rains,3,10000
Australia,NA,NA,1200000
Burundi,NA,3,NA
Burundi,Heavy rains,NA,NA
Belgium,NA,NA,NA
Belgium,NA,1460,NA
Benin,Heavy rains,6,NA
Burkina Faso,Heavy rains,NA,NA
Burkina Faso,Heavy rains,NA,NA
Burkina Faso,Heavy rains,13,NA
Bangladesh,NA,26,1500000
Belize,NA,NA,NA
Bolivia (Plurinational State of),Seasonal rain,17,10000
Brazil,NA,NA,3000000
Canada,Rising temperatures and subsequent ice jamming,1,1300000
China,NA,20,1100000
China,NA,4,17000
China,NA,NA,NA
China,NA,NA,161000
China,NA,19,NA
China,NA,22,NA
China,Heavy rains,3,NA
China,Torrential rains,280,17000000
China,NA,92,4800000
Cameroon,Heavy rains,NA,NA
Congo (the),Hevay rains,NA,NA
Colombia,NA,NA,25000
Colombia,Heavy rains,11,10000
Costa Rica,NA,NA,NA
Cuba,NA,NA,NA
Czech Republic (the),NA,1,NA
Germany,NA,NA,NA
Djibouti,Torrential rains,8,NA
Dominican Republic (the),NA,2,165000
Dominican Republic (the),NA,4,NA
Algeria,NA,NA,NA
Ecuador,NA,NA,NA
Ecuador,Heavy rains,NA,NA
Spain,NA,17,315000
Ethiopia,Heavy rains,12,NA
Ethiopia,NA,12,NA
Ethiopia,Heavy rains,10,NA
Ethiopia,Heavy rains,NA,NA
Fiji,NA,2,NA
Fiji,NA,1,13000
France,Heavy rains,NA,NA
France,Heavy rains,2,53000
France,NA,18,967000
France,NA,NA,NA
France,NA,NA,NA
France,NA,1924,NA
France,Heavy rains,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),Heavy rains,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,2,NA
United Kingdom of Great Britain and Northern Ireland (the),NA,2556,NA
Georgia,Heavy rains,NA,NA
Chile,NA,NA,175000
Czech Republic (the),NA,6,701000
France,NA,NA,NA
Spain,NA,4,1900000
China,NA,11,2500
Austria,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,1,NA
Bangladesh,Heavy rains,21,NA
Brazil,Heavy rains,2,4000
Brazil,Heavy rains,2,25000
Brazil,Heavy rains,6,36000
Bhutan,Heavy rains,10,NA
Chile,Heavy rains,NA,NA
China,Heavy rains,21,NA
Colombia,Heavy rains,3,NA
Colombia,Heavy rains,NA,NA
Colombia,Heavy rains,NA,NA
Cuba,NA,NA,NA
Germany,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,205,NA
Ecuador,Heavy rains,6,NA
France,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,NA,NA
Bolivia (Plurinational State of),Heavy rains,10,NA
Switzerland,NA,NA,NA
Czech Republic (the),Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,NA,NA
Brazil,NA,1,NA
Bulgaria,NA,NA,NA
Canada,NA,2,NA
Cyprus,NA,4,NA
Algeria,NA,90,NA
Canada,NA,486,NA
Australia,NA,NA,155000
Germany,NA,NA,NA
Afghanistan,"Low rain- and snowfall, La nina",NA,NA
Ethiopia,NA,NA,NA
China,NA,NA,NA
Belgium,Heavy rains,NA,NA
Spain,NA,NA,NA
Afghanistan,Heavy rains,61,NA
Afghanistan,NA,113,NA
Afghanistan,NA,20,NA
Angola,Heavy rains,8,NA
Angola,Heavy rains,24,NA
Albania,Heavy rains,NA,NA
Argentina,NA,NA,NA
Argentina,Heavy rains,NA,NA
Argentina,NA,15,NA
Australia,NA,1,356000
Australia,NA,NA,120000
Australia,Heavy rains,NA,NA
Australia,Heavy rains,2,2100000
Burundi,Heavy rains,NA,NA
Belgium,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,43,NA
Bangladesh,NA,3,NA
Bulgaria,Heavy rains,NA,NA
Bolivia (Plurinational State of),Heavy rains,1,NA
Bolivia (Plurinational State of),Heavy rains,8,NA
Bolivia (Plurinational State of),Heavy rains,9,NA
Bolivia (Plurinational State of),Heavy rains,NA,NA
Brazil,Heavy rains,NA,NA
Brazil,Heavy rains,NA,NA
Brazil,"Heavy rains, La Nina",NA,40000
Barbados,NA,NA,NA
Bhutan,NA,NA,NA
Central African Republic,Heavy rains,NA,NA
Canada,NA,1,25000
Switzerland,Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,NA,NA
China,NA,12,96000
China,NA,21,NA
China,NA,3,NA
China,NA,3,49000
China,NA,NA,NA
China,NA,3,NA
China,Heavy rains,NA,161000
